json,text,label,Prompt
"{'city': 'Львов', 'hotel': 'Hotel Traktir', 'date': '23-11-2023', 'guests': 2, 'days': ''}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Hotel Traktir в Львове на период 23-11-2023 для себя и моей жены. Пожалуйста, дайте мне цену и возможные удобства номерa.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Hotel Traktir в Львове на период 23-11-2023 для себя и моей жены. Пожалуйста, дайте мне цену и возможные удобства номерa.""
Ответ: {'city': 'Львов', 'hotel': 'Hotel Traktir', 'date': '23-11-2023', 'guests': 2, 'days': ''}"
"{'city': 'Залари', 'hotel': 'Best Western Andersens Inn', 'date': '05-12-2023', 'guests': '', 'days': 13}"," *Здравствуйте, я хотел бы забронировать номер в Best Western Andersens Inn в Залари с 05-12-2023 по 18-12-2023. Спасибо.*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в Best Western Andersens Inn в Залари с 05-12-2023 по 18-12-2023. Спасибо.*
Ответ: {'city': 'Залари', 'hotel': 'Best Western Andersens Inn', 'date': '05-12-2023', 'guests': '', 'days': 13}"
"{'city': 'Белогоровка', 'hotel': 'Villa Dora', 'date': '20-10-2024', 'guests': 2, 'days': 23}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Villa Dora в Белогоровке на период с 20-10-2024 по 02-11-2024 на два человека.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Villa Dora в Белогоровке на период с 20-10-2024 по 02-11-2024 на два человека.""
Ответ: {'city': 'Белогоровка', 'hotel': 'Villa Dora', 'date': '20-10-2024', 'guests': 2, 'days': 23}"
"{'city': 'Майрхофен', 'hotel': 'Segromigno In Monte Villa 2 Air Con Wifi', 'date': '22-04-2024', 'guests': 3, 'days': 17}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Segromigno In Monte Villa 2 Air Con Wifi в Майрхофене с 22-04-2024 по 09-05-2024 для себя и двух сопутствующих. Пожалуйста, подтвердите стоимость и дать мне возможность оплатить.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Segromigno In Monte Villa 2 Air Con Wifi в Майрхофене с 22-04-2024 по 09-05-2024 для себя и двух сопутствующих. Пожалуйста, подтвердите стоимость и дать мне возможность оплатить.""
Ответ: {'city': 'Майрхофен', 'hotel': 'Segromigno In Monte Villa 2 Air Con Wifi', 'date': '22-04-2024', 'guests': 3, 'days': 17}"
"{'city': 'Вабкент', 'hotel': 'Veeve Stadium Hideaway', 'date': '11-08-2024', 'guests': 4, 'days': 26}"," ""Здравствуйте, я хотел бы забронировать номер в Вашем отеле Veeve Stadium Hideaway в Вабкенте с 11-08-2024 по 31-08-2024 для себя и трёх других гостей. Спасибо.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в Вашем отеле Veeve Stadium Hideaway в Вабкенте с 11-08-2024 по 31-08-2024 для себя и трёх других гостей. Спасибо.""
Ответ: {'city': 'Вабкент', 'hotel': 'Veeve Stadium Hideaway', 'date': '11-08-2024', 'guests': 4, 'days': 26}"
"{'city': 'Ворчестер', 'hotel': 'C Lazzaroni', 'date': '26-09-2023', 'guests': 2, 'days': 24}"," *Здравствуйте, я хотел бы забронировать номер в отеле C Lazzaroni в Ворчестере с 26-09-2023 по 30-10-2023 для себя и моей супруги. Пожалуйста, сообщите мне стоимость за тридцать две ночи для двух гостей. Большое спасибо.*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в отеле C Lazzaroni в Ворчестере с 26-09-2023 по 30-10-2023 для себя и моей супруги. Пожалуйста, сообщите мне стоимость за тридцать две ночи для двух гостей. Большое спасибо.*
Ответ: {'city': 'Ворчестер', 'hotel': 'C Lazzaroni', 'date': '26-09-2023', 'guests': 2, 'days': 24}"
"{'city': 'Дзержинск', 'hotel': 'Oyo 8108 Adore Residency', 'date': '18-04-2024', 'guests': 1, 'days': 25}"," Здравствуйте, я хотел бы забронировать номер в отеле Oyo 8108 Adore Residency в Дзержинске на период с 18-04-2024 по 03-05-2024 для одного гостя. Пожалуйста, дайте мне цену и возможные условия.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, я хотел бы забронировать номер в отеле Oyo 8108 Adore Residency в Дзержинске на период с 18-04-2024 по 03-05-2024 для одного гостя. Пожалуйста, дайте мне цену и возможные условия.
Ответ: {'city': 'Дзержинск', 'hotel': 'Oyo 8108 Adore Residency', 'date': '18-04-2024', 'guests': 1, 'days': 25}"
"{'city': '', 'hotel': 'Bay View Apartments', 'date': '', 'guests': '', 'days': 26}"," Я хотел бы забронировать номер в Bay View Apartments на 26 дней, начиная с [ДАТА ЗАСЕЛЕНИЯ]. Пожалуйста, проинформируйте меня о стоимости и доступных акциях.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в Bay View Apartments на 26 дней, начиная с [ДАТА ЗАСЕЛЕНИЯ]. Пожалуйста, проинформируйте меня о стоимости и доступных акциях.
Ответ: {'city': '', 'hotel': 'Bay View Apartments', 'date': '', 'guests': '', 'days': 26}"
"{'city': 'Блу-Маунтайн', 'hotel': 'Troms Apartments', 'date': '09-09-2024', 'guests': 2, 'days': 8}", Я хотел бы забронировать номер в отеле Troms Apartments в Блу-Маунтайне с 09-09-2024 по 17-09-2024 для меня и моей жены. Мы два человека.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Troms Apartments в Блу-Маунтайне с 09-09-2024 по 17-09-2024 для меня и моей жены. Мы два человека.
Ответ: {'city': 'Блу-Маунтайн', 'hotel': 'Troms Apartments', 'date': '09-09-2024', 'guests': 2, 'days': 8}"
"{'city': '', 'hotel': 'Villa Havivi', 'date': '01-08-2023', 'guests': 3, 'days': 6}", Я хотел бы забронировать номер в отеле Villa Havivi на период с 01-08-2023 по 06-08-2023 для себя и двух сопутствующих лиц. Жду вашего подтверждения и цену.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Villa Havivi на период с 01-08-2023 по 06-08-2023 для себя и двух сопутствующих лиц. Жду вашего подтверждения и цену.
Ответ: {'city': '', 'hotel': 'Villa Havivi', 'date': '01-08-2023', 'guests': 3, 'days': 6}"
"{'city': 'Азнакаево', 'hotel': 'Agriturismo Poggio Al Pino', 'date': '19-11-2024', 'guests': 1, 'days': 29}"," Я хотел бы забронировать номер в отеле Agriturismo Poggio Al Pino в Азнакаево с 19-11-2024 по 08-12-2024 на один человека. Пожалуйста, проинформируйте меня о доступных ценах и возможных скидках.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Agriturismo Poggio Al Pino в Азнакаево с 19-11-2024 по 08-12-2024 на один человека. Пожалуйста, проинформируйте меня о доступных ценах и возможных скидках.
Ответ: {'city': 'Азнакаево', 'hotel': 'Agriturismo Poggio Al Pino', 'date': '19-11-2024', 'guests': 1, 'days': 29}"
"{'city': 'Любытино', 'hotel': 'The Old North Inn', 'date': '', 'guests': 1, 'days': 3}"," ""Здравствуйте, я хотел бы забронировать номер в The Old North Inn в Любытино на три ночи для одного гостя.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в The Old North Inn в Любытино на три ночи для одного гостя.""
Ответ: {'city': 'Любытино', 'hotel': 'The Old North Inn', 'date': '', 'guests': 1, 'days': 3}"
"{'city': 'Сарата', 'hotel': 'Me Mate s Place', 'date': '31-08-2024', 'guests': 2, 'days': 23}"," ""Здравствуйте, я хотел бы забронировать номер в вашем отеле Me Mate s Place в Сарате с 31-08-2024 по 23 дня. Буду со мной два гостя.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в вашем отеле Me Mate s Place в Сарате с 31-08-2024 по 23 дня. Буду со мной два гостя.""
Ответ: {'city': 'Сарата', 'hotel': 'Me Mate s Place', 'date': '31-08-2024', 'guests': 2, 'days': 23}"
"{'city': 'Русский', 'hotel': 'Villa Nomads', 'date': '19-08-2023', 'guests': 3, 'days': 27}"," Я хотел бы забронировать номер в Villa Nomads в русском городе на 19-08-2023 на 27 ночей для себя и двух сопутствующих лиц. Пожалуйста, сообщите мне цену и доступные номера.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в Villa Nomads в русском городе на 19-08-2023 на 27 ночей для себя и двух сопутствующих лиц. Пожалуйста, сообщите мне цену и доступные номера.
Ответ: {'city': 'Русский', 'hotel': 'Villa Nomads', 'date': '19-08-2023', 'guests': 3, 'days': 27}"
"{'city': 'Иезд', 'hotel': 'Auberge De Tourrettes', 'date': '04-02-2024', 'guests': 3, 'days': 29}"," Я хотел бы забронировать номер в отеле Auberge De Tourrettes в Иезде на 4 февраля 2024 года на 29 ночей для себя и двух собеседников. Пожалуйста, укажите доступные варианты и цены.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Auberge De Tourrettes в Иезде на 4 февраля 2024 года на 29 ночей для себя и двух собеседников. Пожалуйста, укажите доступные варианты и цены.
Ответ: {'city': 'Иезд', 'hotel': 'Auberge De Tourrettes', 'date': '04-02-2024', 'guests': 3, 'days': 29}"
"{'city': 'Азуса', 'hotel': ""Mariner's Watch 4205"", 'date': '', 'guests': 1, 'days': 4}"," *Здравствуйте, я хотел бы забронировать номер в отеле Mariner's Watch 4205 в Азусе на четыре дня для одного гостя. Пожалуйста, дайте мне цену и возможность зарезервировать номер. Спасибо.*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в отеле Mariner's Watch 4205 в Азусе на четыре дня для одного гостя. Пожалуйста, дайте мне цену и возможность зарезервировать номер. Спасибо.*
Ответ: {'city': 'Азуса', 'hotel': ""Mariner's Watch 4205"", 'date': '', 'guests': 1, 'days': 4}"
"{'city': 'Гостын', 'hotel': 'Ringhotel Rheinhotel Vier Jahreszeiten', 'date': '', 'guests': 3, 'days': ''}"," *Здравствуйте, я хотел бы забронировать номера в отеле Ringhotel Rheinhotel Vier Jahreszeiten в Гостыне для меня и двух моих сопутствующих. Пожалуйста, укажите, есть ли свободные номера для трёх человек в течение следующих дней.*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номера в отеле Ringhotel Rheinhotel Vier Jahreszeiten в Гостыне для меня и двух моих сопутствующих. Пожалуйста, укажите, есть ли свободные номера для трёх человек в течение следующих дней.*
Ответ: {'city': 'Гостын', 'hotel': 'Ringhotel Rheinhotel Vier Jahreszeiten', 'date': '', 'guests': 3, 'days': ''}"
"{'city': 'Всеволожск', 'hotel': 'Burg Staufeneck', 'date': '03-09-2024', 'guests': 4, 'days': 22}"," *Здравствуйте, я хотел бы забронировать номер в отеле Burg Staufeneck в Всеволожске с 03-09-2024 по 25-09-2024 на четырех местах. Спасибо.*.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в отеле Burg Staufeneck в Всеволожске с 03-09-2024 по 25-09-2024 на четырех местах. Спасибо.*.
Ответ: {'city': 'Всеволожск', 'hotel': 'Burg Staufeneck', 'date': '03-09-2024', 'guests': 4, 'days': 22}"
"{'city': '', 'hotel': ""Charlie's Place"", 'date': '', 'guests': 3, 'days': 22}"," *Здравствуйте, я хотел бы забронировать номер в вашем отеле Charlie's Place на 22 дня. Будет 3 гостя. Жду вашего ответа.*/",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в вашем отеле Charlie's Place на 22 дня. Будет 3 гостя. Жду вашего ответа.*/
Ответ: {'city': '', 'hotel': ""Charlie's Place"", 'date': '', 'guests': 3, 'days': 22}"
"{'city': '', 'hotel': 'Rossetti Lodge', 'date': '08-12-2024', 'guests': 4, 'days': 7}"," *Здравствуйте, я хотел бы забронировать номер в Rossetti Lodge на период с 08-12-2024 по 15-12-2024 на четырех местах. Пожалуйста, проинформируйте меня о доступных номерах и ценах. Спасибо.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в Rossetti Lodge на период с 08-12-2024 по 15-12-2024 на четырех местах. Пожалуйста, проинформируйте меня о доступных номерах и ценах. Спасибо.
Ответ: {'city': '', 'hotel': 'Rossetti Lodge', 'date': '08-12-2024', 'guests': 4, 'days': 7}"
"{'city': 'Байкит', 'hotel': 'Eagle Springs Lodge West', 'date': '23-02-2023', 'guests': 4, 'days': 10}"," *Здравствуйте, я хотел бы забронировать номер в отеле Eagle Springs Lodge West в Байките с 23-02-2023 по 03-03-2023 для четырех гостей. Можете мне подсказать, как это сделать?*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в отеле Eagle Springs Lodge West в Байките с 23-02-2023 по 03-03-2023 для четырех гостей. Можете мне подсказать, как это сделать?*
Ответ: {'city': 'Байкит', 'hotel': 'Eagle Springs Lodge West', 'date': '23-02-2023', 'guests': 4, 'days': 10}"
"{'city': 'Од-а Шарон', 'hotel': 'Quality Inn', 'date': '18-08-2023', 'guests': 4, 'days': 3}"," ""Здравствуйте, я хотел бы забронировать номер в Quality Inn в Од-а Шарон с 18-08-2023 по 20-08-2023 для себя и трёх сопутствующих. Пожалуйста, дайте мне информацию о ценах и доступных номерах.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в Quality Inn в Од-а Шарон с 18-08-2023 по 20-08-2023 для себя и трёх сопутствующих. Пожалуйста, дайте мне информацию о ценах и доступных номерах.""
Ответ: {'city': 'Од-а Шарон', 'hotel': 'Quality Inn', 'date': '18-08-2023', 'guests': 4, 'days': 3}"
"{'city': '', 'hotel': 'Estrela Do Mar', 'date': '08-05-2023', 'guests': '', 'days': 12}"," *Здравствуйте, я хотел бы забронировать номер в отеле Estrela Do Mar на период с 08-05-2023 по 20-05-2023 (всего 12 ночей). Пожалуйста, сообщите мне возможные варианты и цены. Спасибо.*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Здравствуйте, я хотел бы забронировать номер в отеле Estrela Do Mar на период с 08-05-2023 по 20-05-2023 (всего 12 ночей). Пожалуйста, сообщите мне возможные варианты и цены. Спасибо.*
Ответ: {'city': '', 'hotel': 'Estrela Do Mar', 'date': '08-05-2023', 'guests': '', 'days': 12}"
"{'city': 'Чаусы', 'hotel': 'Houseboat Golden Castle', 'date': '06-07-2024', 'guests': 1, 'days': 16}","
""Здравствуйте, я хотел бы забронировать номер в отеле Houseboat Golden Castle в Чаусах на период с 06-07-2024 по 21-07-2024. Я буду один гость.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст: 
""Здравствуйте, я хотел бы забронировать номер в отеле Houseboat Golden Castle в Чаусах на период с 06-07-2024 по 21-07-2024. Я буду один гость.""
Ответ: {'city': 'Чаусы', 'hotel': 'Houseboat Golden Castle', 'date': '06-07-2024', 'guests': 1, 'days': 16}"
"{'city': 'Саут-Картейж', 'hotel': 'Il Mirto', 'date': '', 'guests': 3, 'days': ''}", Я хотел бы забронировать номер в отеле Il Mirto в Саут-Картейже для себя и двух гостей.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Il Mirto в Саут-Картейже для себя и двух гостей.
Ответ: {'city': 'Саут-Картейж', 'hotel': 'Il Mirto', 'date': '', 'guests': 3, 'days': ''}"
